,content,label,sentiment
196, Affordable quality health care will run this business into extinction.    Herbal concoctions are thriving because it's still seen as a cheap substitute to modern medicine,neutral,1
197,"  After the surgery, they will give you herbal medicine to be drinking and also be using to rob it. That's the solution",neutral,1
198,"  Yes. It got to a time there were no where to mark on her belly again. So, they had to place her on herbal medicine..",neutral,1
199,"  Modern medicine don't always specify recipes/constituents in the pack, even the specified ones are not in clear terms     Reasons to use, reasons not to use, herbal medicines do that when needed ",neutral,1
200,   I did actually.. Went to a Chinese medicine shop to look for it. Dark herbal tea. Heavy on my tongue  but it worksTks Bro ,positive,0
201," But, in the Southwest, for.mamny ages now, Govt has established a Traditional Medicine Practice Council (or something like that) to help harmonize, organise and study these herbal treatment, I'm not sure there's enough success yet  So many independents turning up with new mixtures",positive,0
202,"    There are many different chemovars, i.e., types of the plant, there could be one for everyone and you would NOT suffer any reaction, once titrated for you. Cannabis as a medicine needs personalised. Not a ‘weed’, a herbal medicine with thousands of years use.  ",positive,0
203,    Very good. India is famous for ayurveda. But we have also reach treasure of herbal medicine. Rural people are using it from time immemorial. With due research it can be made a important branch of medication.,positive,0
204," Algebra, geometry, astronomy,herbal medicine(ayurveda),yoga ,meditation ,music n what not all these are part of Sanatan dharma n derived by scientists (pandits/yogis) so group up look around n come out of your well don't b frog ",positive,0
205, I completely relate. growing up my mom pushed herbal  ; natural remedies bc the official medical field had done harm to our family and wasn’t providing what we needed. but u tell folks that you use herbs instead of medicine prescribed and they look at ya funny,positive,0
206, Like all the herbal medicine we use to make and foods we ate ..,positive,0
207," I'm so sorry to hear that, you can definitely safely try herbal medicine and see how it works for you ",positive,0
208," I am an absolute believe in herbal medicine, I have been a pharmacist for a decade now and DOESN'T believe in any chemical medicine effects,MOST medicine have more SIDE EFFECTS than the healing effect on the human body, most have cancerous substances.",positive,0
209,"AND this damn disease NEVER cures!    And and for some weird reason literally no medicine ever works for me. homeopathic, allopathic, herbal, tried everything! No medicine works    So now i suffer",negative,2
210, Going to local herbalist they have herbal medicine proved from trees,neutral,1
211, Smart phone alcohol medicine/Can I have herbal shit instead ?,negative,2
212,  You nor know am? Lolz….hin Herbal medicine dey cure more than 30 illnesses once. ,negative,2
213,"i would read a list like that and think ""okay, so this is snake-oil. this is bullshit."" i would learn about a plant that could seem to do everything under the sun and hold it up as evidence against herbal medicine. clearly quackery!",negative,2
214,"   I had covid and took those things and more, 4 months later I can barely get out of bed with long covid. There are many variables that relate to outcomes, just because herbal medicine worked for you doesn't mean it will for everyone.",negative,2
215,", the Natural Whole Food Medicine for Reduced Risk of Airway   ",positive,0
216,Caminia has been selected by the Department of Thai Traditional and Alternative Medicine. To be a Premium herbal product brand in 2022.      ,positive,0
217, Try herbal medicine for libido,positive,0
218, These berries have also been used in Chinese herbal medicine for thousands of years to treat various illnesses,positive,0
219,"   wow, nice herbal medicine",positive,0
220, You need Chinese herbal medicine in your life! I wish I could suggest something but I'm always careful since I'm a licensed practitioner  ; need to not give herbal medicine advice online. But if you have someone near you and could do a Telehealth?     Chinese medicine is the best!,positive,0
221, Your child has an earr infection use herbal garlic drops other dandelion drops. The medicine is in our backyard for most of these sicknesses.,positive,0
222," I went back to my naturopath- cont. herbal antibiotics along with Wahl's Protocol diet- basically plant based keto anti-inflammatory diet. I exercise daily, do heart rate variability. Guess what- SIBO is better, chronic pain better. ""Reg. Medicine"" could take some lessons!",positive,0
223," It’s consistent with what we see with long Covid. Assuming you’ve had labs done and they are good, it’s probably long Covid. Acupuncture and Chinese herbal medicine have been really helpful for patients (there are good studies as well). Feel better and be gentle with yourself.",positive,0
224," you too!     and i heard you got siiick...  get well soon, okay? i couldn't find you earlier, so the herbal medicine's with captain beidou!",positive,0
225," Marshmallow root, or Althaea Offic-, is a flowering plant that was used as herbal medicine for centuries. Many people used marshmallow root for various ailments, like coughs, skin irritation, and digestive problems. It comes in the form of a powder, capsule, tea, and cough syrup.",positive,0
226,"  Homeopathy is literally just magic water. Naturopathy like herbal medicine at least relies on real chemical effects, though getting the dosage right can of course be dangerous. But homeopathy is a scam relying on confusion about how it’s even supposed to work.",positive,0
227,Lagundi is one of the 10 approved plant medicines in the Philippines. The herbal medicine ASCOF Lagundi is developed by Pascual Laboratories Inc. and released in the market in 1996 for the relief of mild to moderate cough as well as common colds.,positive,0
228," From what I've heard from friends + family in China, they're using Traditional Chinese Medicine  combinations of acupuncture targeting impacted organ meridians and herbal decoctions, along with other medicines they are studying for efficacy, but I couldn't tell you specifics.",positive,0
229, Yes I have a herbal medicine that helps with in a week,positive,0
230, Can suggest you a medicine which is 100% herbal and self experienced.  Please DM if I can help you Sir,positive,0
231," How to tell everyone you grew up with browns mowing the lawn in a neighborhood of Barbie houses  ; never made snacks for yourself  ; now too many TikTok’s by retvrn grifters  ; you have no perspective so herbal medicine, stick shift, and lighting garbage on fire is patriotism",negative,2
232,"Owirúame in my culture spend a long time learning curing ritual, peyote ritual, herbal medicine and interactions, learning ceremony, learning tradition, they are a part of community for everything from sickness, sadness, hunger, loss, marriage, very involved.",neutral,1
233,"  The nonverbal communication many aging parents have to live with from friends, family  ; children, affects their brain and mental health. Mainstream medicine should collaborate with herbal, chinese and other modalities for solutions. Herbal offers Cordyceps as a preventative.",positive,0
234,"  There are certain communities, such as the Amish, that take a faith-based approach to healing. They prefer homeopathic treatments. Folk remedies, herbal teas, reflexology and health foods are all regarded as preferential to conventional modern medicine.",neutral,1
235,"  For example- digitalis is an age old herbal remedy for heart issues but deadly in certain doses. People must never touch it! Pharmaceutical companies, however,researched it  ; developed a heart medicine with it. That’s what Oz is saying - ReSEARCH - to see if hcg could help also. ",neutral,1
236," I signed up for the organics, but stayed for the permaculture, wild food, herbal medicine  ; history thereof, social politics of food  ; ecology. It was a one day a week for a year level 3 course. I wish it had been longer  ; could have dived even deeper into each facet.",neutral,1
237,  Most dentist are always in busses vending their services and herbal medicine,neutral,1
238, I got herbal medicine for it o. Works like magic and will get you a stronger erection and lasting longer.. na 7k sha,positive,0
239,  Herbal medicine has some science to it wewe,positive,0
240,  But you're into voodoo not herbal medicine,neutral,1
241, I can sell herbal medicine to you at low cost too,neutral,1
242,  It was sheer malpractice which killed the majority of those who died “from” covid! HCQ and Ivermectin are very effective with hundreds of clinical studies to prove it! Ventilators killed 88% of them! I used Chinese herbal medicine to help keep dozens of patients out of hospital!,positive,0
243, Daina mng please? He can use herbal medicine o to buy prostate relax capsule to stop that early cumming.,positive,0
244," Good health is truest peace of mind, thanks to odugube I found my good health back. Now I'm in peace, thanks for your herbal medicine I for healing ALS/Lymedisease, Cancer well it really work and I'm free.. contact this doctor on his page    ",positive,0
245,"   I completely agree. I’m learning herbal medicine, tincture making etc. I should be able to offer a nice cup of tea or soup…",neutral,1
246, I love eastern medicine .. to some extent. Had success with acupuncture and Chinese herbal medicine by a licensed eastern doctor after I was hit in a bad auto accident long ago,positive,0
247," Perhaps if Allopathic medicine wasn't so arrogant to think they have all the answers, when they don't, then they would combine their efforts with other modalities of healing like Herbal, Chinese, Ayurvedic Medicines and would come up with better solutions and prevention.",positive,0
248, Medicine was destroyed when it became about pharmaceuticals  ; not herbal/natural remedies,positive,0
249,"""I believe you have heard of herbal tea. According to traditional Chinese medicine theories, herbal tea should have some benefits to help your body keep balanced."" -  ",positive,0
0,Choosing a Chiropractor in Vacaville | By Absolute Integrative Physical Medicine ,neutral,1
1,"At Limbic Medical, we make recovery possible. Through a unique integrative focus on pain, addiction, and mood disorders, our clinical team offers transformative solutions and cutting edge medicine. If you're ready to make the change for a pain free life, trust Limbic Medical  ... ",positive,0
2,Exploring Integrative Medicine and Nutrition for PTSD  via  ,neutral,1
3,The Institute for Integrative Palliative Medicine - Home ,neutral,1
4,Cancer Secrets  An Integrative Oncologist Reveals How You Can Defeat Cancer Using the Best of Modern Medicine and Alternative BJKHWI7   ,positive,0
5,Integrative Oncology (Weil Integrative Medicine Library) PDOZ0Y4  ,neutral,1
6," (Complementary  ; Alternative Medicine), Integrative Medicine, Self-improvement, Technology, Citizen Scientists       - Visit CITB at  ",neutral,1
7,Spreading health misinformation via logical fallacies is par for the course in “alternative/integrative/functional medicine.” ,neutral,1
8,Advanced Health Center | Integrative  ; Functional Medicine.      ,neutral,1
9,What Is Ear Seeding Auriculotherapy?  Advanced Health Center | Integrative  ; Functional Medicine.     ,neutral,1
10,"More than 80% of all health care spending in the United States is tied to the treatment of conditions such as obesity, diabetes, heart disease, chronic pain. Which are rooted in poor lifestyle choices.   Integrative and Lifestyle medicine can reverse many of these conditions.",positive,0
11,"Health is not just about medicine and medical appointments; health is a delicate balance of family, support, nutrition, self-awareness, and the elements that help provide you with balance and homeostasis. How to make an Integrative Health Plan.  ",neutral,1
12,Cancer Secrets  An Integrative Oncologist Reveals How You Can Defeat Cancer Using the Best of Modern Medicine and Alternative LPKTY3Y   ,positive,0
13,Naturalistic fallacy  if something is ‘natural’ then it must be good.   Counter examples  - arsenic - poison ivy  - coronavirus  The fallacy is pervasive in “alternative/integrative/functional medicine” and also used to push anti-vaccine propaganda.  H/t  ,neutral,1
14,COVID-19 Safety Measures While Working Out in Vacaville | By Absolute Integrative Physical Medicine ,neutral,1
15,Nice pres by Brian Lawenda MD.  “ASCO 2022 Integrative Medicine Updates | VuMedi”   via ,neutral,1
16,"Merton provides fellowships to the holders of chairs in mathematics (Regius), mathematical logic, zoology (Linacre), integrative systems biology, medicine (Radcliffe), psychiatry (Handley), English language  ; literature (Merton), English literature (Merton), and law  ; finance",neutral,1
17,"Building An Integrative Practice   Learn More    A variety of healthcare providers deliver care through integrative medicine including chiropractors,...       ",neutral,1
18,Integrative Sexual Health (Weil Integrative Medicine Library) PAAHR6D   ,neutral,1
19,"Ayurveda, integrative part of Complementary and Alternative Medicine  via ",neutral,1
20,There is no doubt that more and more people are turning to integrative medicine and alternative modalities for their health concerns and disease prevention. Explore what led to the dawn of Whole Health care     ,neutral,1
21,"Special thanks to Gia Compagnoni, MD, Charlotte Dioguardi, MA, BSN, RN, Debbie Stamm, APRN-BC, and Sharon Jensen LCSW  and Suzanne Martinez for presenting information about breast health, integrative medicine and lifestyle tips to ensure health  ; wellness.   ",neutral,1
22,"For top-quality and professional integrative and anti-aging medicine, look no further than Regenesis MD. Give us a call to schedule a service today! (919) 322-2844.  ",neutral,1
23,At the annual ACP-Arizona meeting listening to our opening speaker Dr Victoria Maizes the Executive Director of the Andrew Weil Center of Integrative Medicine teaching our  physicians on the art of patient communication. ,neutral,1
24,Understanding Symptoms of Neuropathy in Vacaville | By Absolute Integrative Physical Medicine ,positive,0
25,"""theory"" of the cure marijuana oil types of cancer  Can Cannabis Cure Cancer?   ",neutral,1
26,Athletes of all skill levels can benefit from the sports medicine services offered at Amaro Integrative Medicine. Visit our website to learn more about our specialists and how we can enhance performance!  ,positive,0
27,Why Babies Need Chiropractic Treatment in Vacaville | By Absolute Integrative Physical Medicine ,neutral,1
28,"Dr. Bojana Jankovic Weatherly, who practices Integrative  ; Functional Medicine, joins the show to talk about science-backed treatments that help achieve optimal thyroid health, how to recognize thyroid issues, and healing the body as a whole. Tune in now   ",positive,0
29,"When we see patients with digestive disorders at our Center, we use a functional medicine approach to look for signs of inflammation in the gut, food sensitivities, and infections.  Click below to learn more...  ",neutral,1
30,"Learn a little bit more about our Integrative Medicine Physician Andrew David Shiller, MD and how he approaches finding the cure to any symptoms   ""My goal is to understand the root cause of your symptoms and distress, and to find the best solutions, through detailed, integra... ",neutral,1
31,Complementary medicine (CM) or integrative medicine  via  Complementary medicine (CM) or integrative medicine (IM) is when alternative medicine is used together with mainstream functional medical treatment  it improves the effect of treatments.,positive,0
32,   Same goes for pseudoscience apologists who brand their grift under the banner of “alternative” and “integrative medicine.” Those are marketing terms and scams. ,negative,2
33, The bread and butter of “alternative/integrative medicine!” Sell fake cures for both real and fake diagnoses. Don’t just sweep medical ethics under the rug—bury it.,negative,2
34," Read and learn what real doctors and scientists have to say. But if it's money you are talking about, integrative medicine is top of the line con job. ",neutral,1
35,  They are one of my favorite things to mock. ,negative,2
36, And a garage line of thinking that is baked into the wellness industry under the guise of “alternative/integrative medicine.” ,negative,2
37,Any themes from integrative medicine? Salutogenesis is close but not quite. Autopoiesis is relevant but not quite there too….,neutral,1
38,"This talk is hands down the BEST talk on workplace wellness, DEI in integrative medicine, and a call to action that I have EVER heard.  Brava   I am in complete awe    ",positive,0
39,"First off, look at this incredible conceptual framework to understand the science behind studying and implementing integrative interventions in medicine   ",positive,0
40,"  Something to open your chakras and likely involving an expensive retreat or an ongoing course of twice weekly “treatment”. Note, western medicine has been of little use to me when experiencing flare ups. I too hv great respect and appreciation for integrative health practices.",positive,0
41," Believe it or not, there are people in “alternative/integrative medicine” circles who deeply confuse themselves and don’t understand that spoon bending is a magic trick.  These same people then feel scientifically equipped to chastise the evidence in virology and psychiatry. ",negative,2
42,"  In addition to being an anti-vaxxer, Tenpenny is also worshiped in “integrative medicine” spaces.   Revoking her license is unsurprising for its merit, but slightly surprising that regulatory boards are stepping up. We need more of that. ",negative,2
43, Have him see an Integrative/Functional Medicine Cardiologist. That might improve his quality of life and chance of living to old age. Best of luck. ,positive,0
44," Also, other ""medical"" practitioners she's in favour of include naturopaths, integrative medicine, homeopaths, chiropractors. ",neutral,1
45, You never told me you’ve been to an alternative/integrative medicine conference!,neutral,1
46, You said it!  How are these doctors who are gaslighting patients NOT committing suicide because of what they have done.  I quit my integrative medicine doc because he basically pushed all his patients into taking the shots.  How is he NOT seeing what he did to them by now?,negative,2
47,"   Are you a medica practitioner or researcher If not, you can give a medical perspective. there is integrative medicine that incorporates conventional medicine,  natruapathy  and spiritual practice.",neutral,1
48," Basic biology is certainly not the forte of self-styled wellness gurus, especially those who brand their pseudoscience under the guise of “alternative/integrative medicine.” ",negative,2
49,"  That is what a client, knowledgeable lady in 90s felt too. Nearly always became ill same evening of flu vaccine so did not care to take it any longer.  Her primary strongly recommend it. Asked me what she should do. She knew it was harmful.  Integrative medicine is preferable.",positive,0
50,   I'm saying  He attended medical school at the University of Arizona focusing on integrative medicine and nutritional biochemistry. I think he knows a lot more than you do.,positive,0
51,"  Nonsense. He attended medical school at the University of Arizona focusing on integrative medicine and nutritional biochemistry. Prior to medical school, Dr. Saladino worked as a physician assistant in cardiology.",neutral,1
52," I hear you.  Though, we know that people can fall for fake science news due to many interacting reasons beyond education and intelligence. Even MDs--hence, those who push pseudoscientific treatments under the guise of ""alternative/integrative medicine.""  ",negative,2
53,"   Dr. Oz is a graduate of Harvard, BS degree  ; Univ of PA,MD  ; MBA.He did his residency at Columbia Univ,is a cardiothoracic surgeon  ; was the Director of the Cardiovascular Institute  ; Integrative Medicine Program at NY Presbyterian Hospital  ; Professor at Columbia Univ.",neutral,1
54,"   It's the many ""alternative/integrative medicine"" propagandists who apparently believe that the laws of physics can be violated.  ",negative,2
55,"  A perfect fit to pretend you’re a “patient advocate” that jumps on any opportunity to promote anti-vaccine propaganda and other pseudoscientific treatments too! Just call it “integrative medicine,” make a terrible website, and self-delude you’re making a difference! Lol. ",negative,2
56," Pls read this you will agree  Whether Ancient Ayurveda , Traditional Chinese Medicine or modern research based Functional Integrative nutrition , food science is always at forefront of wellness.  Foods can removes deep rooted negativity and childhood trauma",positive,0
57, Switch to Integrative medicine doctors or TCM (Traditional Chinese Medicine) doctors whom other can recommend.,neutral,1
58,"  Michael, can you see if your healthcare group or a local group has an Integrative Medicine dept? At my hospital, these docs are trained in western medicine and also traditional approaches. They should be able to suggest a non-pharmaceutical approach.",neutral,1
59,"  Indeed. Alternative/integrative medicine has always been known to have a not-so-secret love affair with the anti-vaccine movement.  Most people who regularly share its propaganda don't even realize their strings are being pulled. But again, no excuse from health professionals.",neutral,1
60, glad i could offer you a clue to your mystery! a warning that some doctors don't take mold very seriously and you might have to seek out an integrative or functional medicine doctor to get properly tested.,neutral,1
61,"  mehmet was an early advocate for integrative medicine approaches, with studies on post surgical hypnosis to reduce recovery. WTF happened   please tell me?!  I used to admire you.",negative,2
62,"I've seen a cardiologist, gastroenterologist, neurologist, rheumatologist, allergist, endocrinologist, nutritionist, integrative medicine doctor, and functional medicine doctor.  I've enrolled in two long-COVID clinics. My symptoms have sent me to the ER 5 times.",neutral,1
63,"healthcare team who do not take your health complaints seriously. The second step is tapping into the power of integrative medicine.""",neutral,1
64,"integrative medicine the norm, rather than the exception. Even though people with long COVID have a long way to go with recovery, it is possible that with the right treatment, quality of life can be improved. The first step in accomplishing this is to remove doctors from your",neutral,1
65," I watched a few of his shows years ago.  The comments on Amazon are much, much more helpful getting at integrative medicine (utilizing human global experience of eons).  Oz makes me think he'd have us so good at self-care that even ER's will go out of business. Nursing homes too.",positive,0
66,"The team, led by , claimed dark chocolate and music could be used to help with   ""The latest study, published in the European Journal of Integrative Medicine, tracked women aged 18 to 25 studying at Manisa Celal Bayar University.""",neutral,1
67,   See a Functional Medicine provider. And an Integrative Cardiologist. They might have answers for you that mainstream medicine doesn’t.,neutral,1
68,  I’m very sorry to hear this.   Let’s continue to expose the pseudoscientific grift in the wellness industry—especially under the guise of “alternative/integrative medicine—so that people feel better positioned to protect themselves. ,negative,2
69,"   He is a registered naturopathic physician, if he is, he won’t say that, he will look into complementing the conventional medicine with integrative and preventive medicine knowledge. Naturopathic Physician/Doctors are not Traditional medicine doctors, they are doctors trained and",neutral,1
70," No more bio-medical model?  New knowledge from integrative research projects reveals a need for theoretical and practical reorientation in medicine with respect to understanding health, on both the individual and the community level.  ",neutral,1
71," That's really tough. I hope you find someone to help, maybe integrative medicine first, insurance will usually cover most. Intravenous vitamin drips to make him stronger",positive,0
72," New knowledge from integrative research projects reveals a need for theoretical and practical reorientation in medicine with respect to understanding health, on both the individual and the community level.  ",neutral,1
73,One of my favorite bits is how some Senators started funding alternative medicine -- 'integrative' where Western medicine disintegrates the mind-body connection -- because they believed we might be missing out on some great cost saving treatments.,neutral,1
74, My pleasure. And well said.  I’m currently working on a commercial book to expose the pseudoscientific grift in the wellness industry—especially under the guise of “alternative/integrative medicine—including its intersection with anti-psychiatry propaganda.   More here   ,negative,2
75," I’m so sorry to hear about your aunts.   I’m no fan of the patient-blaming rhetoric that is foundational to “alternative/integrative medicine.”  We need to continue to expose it so that others can protect themselves against unwarranted, internalized shame. ",negative,2
76,"Want to learn more about our Integrative Health Studies at CIIS? Our program embraces a multifaceted approach to integrative health that includes psychological behavior change, holistic lifestyle medicine, and addressing community-based health disparities.  ",neutral,1
77,  Yes it’s called integrative medicine  ; it works beautifully.   There’s a whole world outside of traditional ‘American’ medicine.   You should check it out sometime.,positive,0
78,"To our knowledge, this is the first report of integrative analysis in aAML patients that has identified a classification in which sex serves as a risk predictor. This work underlines once again the need for precision medicine in AML research.  5/7",neutral,1
79,  Alternative  Bullshit instead of real medicine.  Complementary  Bullshit next to real medicine.  Integrative  Bullshit stirred together with real medicine.,negative,2
80,"    Thank you kindly for your MSK highlight!  So in awe of your wonderful Integrative Medicine program, and please help us highlight your terrific  guidelines on the topic further.   cc ",positive,0
81, But I've been using that holistic anti-aging cream that I found on a terrible integrative medicine website. What gives? ,positive,0
82," Personally, I'm sick and tired of the pseudoscientific grift that unethically dupes patients and is representative of ""alternative/integrative medicine""--and I won’t rest until I expose it to as wide an audience as possible. ",negative,2
83, I'm so sorry to hear this.   We need more advocacy for chronic illness patients to protect against the misinformation and grift in the “alternative/integrative medicine” community.,negative,2
84,"                    One of my best friends is a super intelligent pharmacist. She also studies functional and integrative medicine. She swears that people who stuff their feelings or are full of hatred end up with serious, chronic illness, like cancer.",neutral,1
85," yes, and integrative medicine and chiropractic care. higher education should also be free.",neutral,1
86, Too funny! I wrapped up my travel  ; will focus on more research to increase evidence base for   ; integrative medicine.,neutral,1
87, See if you can find an integrative medicine family practitioner. They are typically more tolerant.,neutral,1
88," When it comes to “alternative/integrative medicine” propagandists, we may be waiting a long time. Lol.  Maybe one day some will admit they knew they were wrong all along but their egoistic interests/intellectual hubris prevented the acknowledgement at the expense of patient care. ",negative,2
89,  It’s the same scientific illiteracy and stubbornness that is pervasive in the alternative/integrative medicine community. Let’s keep exposing it. ,negative,2
90,   Words and phrases that invite suspicion   $cience. I'm not anti-vax. Detox. Experimental shot. Allopathy. Sick care. Dis-ease. Toxin. Shill. Boost the immune system. Energy medicine. Ivermectin for Covid-19. Holistic. Robert Malone. Homeopathic. Integrative medicine.  Etc.,negative,2
91," The evidence is crystal clear that “energy medicine” is scientifically ludicrous.   And yet, we will find many of its proponents in the alternative/integrative medicine community double-down and then have the intellectual hubris to try to chastise evidence-based health care.  ",negative,2
92,  I hear you.   The pill-shaming and patient-blaming that is endemic in “alternative/integrative medicine” and anti-psychiatry circles reflects abysmal mental health literacy. The people who push its propaganda are often as clinically naive as they are stubborn to learn.,negative,2
93,"     My regular GP is brilliant  ; supportive but this is not her thing, so I see a GP who specialises in Integrative Medicine, he's the one who's sorting out my supplements. Also told me my 'normal' B12 is actually too low so getting B12 shots as well (not helped by being vegetarian)",neutral,1
94,  Avicenna's Medicine  A New Translation of the 11th-Century Canon with Practical Applications for Integrative Health Care ,neutral,1
95,Integrative Medicine  Integrating Quackery with Science-Based Medicine ,neutral,1
96," Wow, you’re invested, lol. I also have my M.S. in Integrative Health specializing in Holistic Nutrition  ; Herbal Medicine. I spend lots of time reading research  ; clinical studies in health, medicine  ; nutrition. I never claimed to be a doctor, so, what’s your point ",neutral,1
97,"  the go fund me info looks promising. I'll definitely be keeping an eye on this space. I've been getting great care with an integrative medicine provider at penny george (part of Allina) so to be fair I'm not sure what more they could offer me, but hopefully help for the community",positive,0
98," Agreed. Same with “energy medicine.”  But alas, “alternative/integrative medicine” propagandists still need their grift to dupe patients. ",negative,2
99, And that kind of ignorance and misinformation is pervasive in “alternative/integrative medicine” spaces. ,negative,2
100,"  Yep, the “alternative/integrative medicine” grifters unfortunately do. ",negative,2
101, Yes!   The irony is completely lost on them.  The very existence of “alternative/integrative medicine” is predicated on creating a false dichotomy and polarizing narrative that aims to sow distrust in evidence-based health care.,negative,2
102,"                                                  I sure would like to see some of your results if you’re sharing when that’s complete. There could be some real value in it for people in my life that believe only one thing will stop the pain. I’m a believer in integrative medicine.I’d just like to show what worked,or didn’t.",positive,0
103,  2/2 One suggestion to the Medical Team  Publish their outcomes in Medical Journals for further enhancing the field of Integrative Medicine (,neutral,1
104," Unfortunately, grifters thrive in the wellness industry too under the guise of ""alternative/integrative medicine"" and no health topic is spared from their scientific illiteracy.  And we need to continue to expose it.  But I agree with the sentiment.  ",negative,2
105, 4/4  that parades under the banner of “alternative/integrative medicine.” And I’m thrilled and grateful for the platform to do so. And I'm salivating to get started. Thank you for your support. ,positive,0
106," Reversing the burden of proof is classic pseudoscience.  No matter how much grifters whine about unequivocal misinformation, such as germ theory denialism, ""alternative/integrative medicine"" propaganda, etc., it will continue to be exposed. ",negative,2
107," I had these exact symptoms for months after covid. Tests normal, traditional medicine didn't have an answer. Went to integrative doctor who diagnosed candida yeast overgrowth (messed up gut biome). Went on essentially keto elimination diet (no carbs, sugar, dairy) + colonics.",neutral,1
108," 1/  Yes.   Legitimate health professions are philosophically predicated on evidence-based medicine, which is baked into their codes of ethics and legal standards of practice.  The wellness industry, under the guise of ""alternative/integrative medicine"" is barely regulated",negative,2
109," I think I'll stick to my old definition. Something to the effect that  'integrative medicine' is the practice of integrating medicine with BS (more often than not, small amounts of medicine and heaps of BS).",negative,2
110,"   mmr booster  ; 2 other ones. It did a number on my memory so that’s all I can tell you. Been on disability since. Got help from integrative medicine doctor a few years ago, he’s actually helping. Many years of neglect by insurance dictated doctors.",positive,0
111," This is true, thankfully integrative / function medicine has a better grasp of the situation.",positive,0
112,"  If you get no relief, consider trying a functional medicine doctor.  I had severe health problems 40-years ago and conventional doctors just sent me down a rabbit hole.  Integrative doctors fixed me.  DM me if you have any questions",positive,0
113," Any tips for rheumtoid arthritis.And in ur area too, how about integrative medicine. We can't all Ayur meds hv steroids, can we?",neutral,1
114,"    Who's going to tell the ""alternative/integrative medicine"" propagandists?",neutral,1
115, I took peptide injection of NAD daily for about one month and my energy increased and now I am not suffering the fatigue.  I still pace myself but I am much better.  You get it by Rx from doctor. You need to see an integrative/functional medicine MD.,positive,0
116," This has been my daughter dealing with her father and typical pediatric specialists for chronic pain. I’m so sorry. It’s enraging and scary. Your friend needs to find a long Covid literate doctor, integrative medicine type doctor because the standard typical ones all…",neutral,1
117," And isn't it odd that the ones on God-like missions in the wellness industry under the guise of ""alternative/integrative medicine"" want your money in exchange for pseudoscientific treatments? Doesn't sound very righteous to me. ",negative,2
118," Good question. Unfortunately, the grifting world of ""alternative/integrative medicine"" is very much caveat emptor  buyer beware, which is precisely why we need to improve health/science literacy. ",negative,2
119,    Yes—narcissistic tendencies are certainly part of the equation when it comes to “alternative/integrative medicine” grifters. ,negative,2
120," Nigeria, no doubt, is blessed with a plethora of medicinal plants.  However, these medicinal plants must be subjected to scientific/clinic protocols to ensure utmost safety.  Enough of anecdotal evidences, unproven historical data or mere emotions.  Let's do integrative medicine!",negative,2
121," Very true for many conditions! Modern medicine isn’t enough for many patients and falls short in many aspects. We all should be open to an integrative, holistic approach to healthcare for the best possible outcome.",positive,0
122, This is changing Susan. Many med schools are adding integrative medicine programs to their curriculum. ACLM and other lifestyle medicine doctors are educating practitioners and patients alike.  Patients deserve the best and safest care.,positive,0
123," And some of these folks think they're qualified to treat patients. Imagine them sitting with a patient and their family who experiences severe mental illness. What are they going to do?  Give them a propagandized ""integrative medicine"" lecture? Let's continue to expose them. ",negative,2
124,"  2/2  In ""alternative/integrative medicine,"" it's combined with pseudoscience--in an untrained, sloppy, haphazard, oblivious way--to lend it a veneer of legitimacy. Oh to have the confidence/privilege/naivety/lack of accountability of a wellness guru. Lol.",negative,2
125," Unsurprising to see such academic fraud. Also see pseudoscientific journals under the guise of ""alternative/integrative medicine.""  As it turns out, I'm writing a take-down of the wellness industry as we speak, one publisher of which is OxfordUP. I might just include it. ",negative,2
126," Lol. Yep.   And it's no coincidence that the staunchest self-styled ""patient advocates"" in “alternative/integrative medicine” circles are often the least likely to actually listen to patients or value science in the service of their own egoistic interests.",negative,2
0,"We're going live at 1 p.m. Pacific for the Silk Reeling Qi Gong Workshop, so you have 6 hours left to register if you want to join live. Click here to learn more and register      ",neutral,1
1,"Qi Gong for Total Wellness  Increase Your Energy, Vitality, and Longevity with the Ancient 9 Palaces System from the White Cl WPPH4SP  ",positive,0
2,ZooBoo Chinese Martial Art Shoes - Traditional Kung Fu Tai Chi Wushu Shaolin Qi Gong Beijing Trainer Wing Chun Slipper Sneake EEPPV6L  ,neutral,1
3,Tai chi Qi gong with Supawan Green (2014)  via ,neutral,1
4,"More true words have never been spoken. I do tai chi  ; qi gong, drink tea or hot cocoa in the afternoon, and mediate every single day. What do you do to honor yourself? ",positive,0
5,Qi Gong can't really be described you gotta feel the effects for yourself to really innerstand ,neutral,1
6,"I was doing some Qi Gong and i've got a great tip to help you relax  Lie down on your back comfortably, Breathe in and fill up your chest, Exhale and make your bones glow with silver light",neutral,1
7,"Tomorrow, October 30th, we are leading an online Silk Reeling Qi Gong workshop to teach powerful practices designed to increase flexibility, release stagnation, and cultivate vitality in your ligaments and joints.    ",positive,0
8,omg I missed my qi gong session @ 12 ) ,neutral,1
9,"Chi Life is an integrative wellness exercise routine that combines warm-ups, Qi Gong, Tai Chi, and Meditation to promote good health and wellness. Join us Tuesdays, from 1 00 – 2 00 p.m. (EDT) for online sessions of Chi Life.  ",neutral,1
10,"Introducing a new class.  Yin + Qi Gong flow.  Join  on Wednesdays at 6.45pm for this class that is a subtle weave of breath-work, the mindful meditative flow of qi gong and the stillness of yin.         ",neutral,1
11,93 i did 10 minutes of qi gong. And i organized room arcortion to the principles of feng shui. Hail satan 666 92s,neutral,1
